kk,id,StudyID,PairID,Study,LF,Location,Hab2,Species,Description,WaveType,WaveTypeVerbose,Friction.Coef.mean,Type.of.Friction.Coefficient,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Notes
344,780,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","10.65 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.154558462284000,245,0.857172007,0.116640627099350,230,0.60867778,0.110194459221000,380,0.494803351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
345,781,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","10.78 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.144922410005800,245,0.825942034,0.110888397140653,230,0.576334429,0.103038974856000,380,0.469388868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
346,782,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","10.9 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.136249536488552,245,0.789422502,0.104762122346325,230,0.541553345,0.0972191809058001,380,0.439212753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
347,783,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","11.03 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.126812311269241,245,0.75469991,0.0991041329789096,230,0.506772262,0.0895554692001625,380,0.402409339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
348,784,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","11.16 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.117781568127284,245,0.718182718,0.0929766913635979,230,0.471991178,0.0842738583103458,380,0.365605925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
349,785,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","11.28 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.108775825293635,245,0.683375518,0.0868524563593463,230,0.437210094,0.078233295724,380,0.32880251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
350,786,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","11.41 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0989765106219692,245,0.648709991,0.0808092700954001,230,0.402429011,0.072489594148602,380,0.291999096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
351,787,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","11.53 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0903657323980405,245,0.6188,0.0750656248098124,230,0.367647927,0.0667971296575158,380,0.255195682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
352,788,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","11.66 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0813924954987642,245,0.585,0.0690742757368001,230,0.332866843,0.0610805406894091,380,0.218392268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
353,789,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","11.79 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0719541835998941,245,0.553420072,0.0631961941650274,230,0.298085759,0.0553720564999264,380,0.181588853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
354,790,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","11.91 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0641131399104001,245,0.520486,0.0583743212375328,230,0.263304676,0.0496714881842806,380,0.155399399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
355,791,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","12.04 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0605326643328727,245,0.5103,0.0526220912788362,230,0.255458464,0.0435440465689689,380,0.150316968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
356,792,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","12.17 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0565760297126001,245,0.5068,0.0494158809258587,230,0.251825516,0.0411603696384585,380,0.145234536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
357,793,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","12.29 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0532895720335659,245,0.505091629,0.0464629451434001,230,0.248192569,0.039155310375121,380,0.140152105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
358,794,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","12.42 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0498975776386,245,0.502428083,0.0435053449392001,230,0.244559621,0.0376233068616058,380,0.135069673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
359,795,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","12.55 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0460813193106001,245,0.489051035,0.0406626847114519,230,0.23915529,0.0359682347414000,380,0.127198903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
360,796,42,NA,"Mazda et al. 2006","field","Vietnam","Mangrove","Sonneratia spp.","12.67 hr",1,"Hrms",NA,"",9,0.08,0.117,1.5,0.0427420932736001,245,0.466782538,0.0378113873370429,230,0.218284513,0.0309116924568000,380,0.108123457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
361,23,5,NA,"Bouma et al. 2005","field","Netherlands","Marsh","Spartina anglica","Depth 2.1 m",1,"Hrms",NA,"",3,2400,0.005,0.35,0.05,1,2.1,0.0536444,2,2.1,0.0513745,4,2.1,0.05092055,8,2.1,0.05273645,16,2.1,0.05213115,21,2.1,0.0536444,26,2.1,NA,NA,NA,NA,NA,NA,""
362,24,5,NA,"Bouma et al. 2005","field","Netherlands","Marsh","Spartina anglica","Depth 1.4 m",1,"Hrms",NA,"",3,2400,0.005,0.35,0.05,1,1.4,0.05349305,2,1.4,0.04789405,4,1.4,0.04456495,8,1.4,0.04411095,16,1.4,0.04320305,21,1.4,0.04274905,26,1.4,NA,NA,NA,NA,NA,NA,""
363,25,5,NA,"Bouma et al. 2005","field","Netherlands","Marsh","Spartina anglica","Depth 0.7 m",1,"Hrms",NA,"",3,2400,0.005,0.35,0.05,1,0.7,0.05470365,1,0.7,0.0391173,4,0.7,0.0374527,8,0.7,0.0327616,16,0.7,0.027314,21,0.7,0.0247415,26,0.7,NA,NA,NA,NA,NA,NA,""
364,26,5,NA,"Bouma et al. 2005","field","Netherlands","Marsh","Spartina anglica","Depth 0.45 m",1,"Hrms",NA,"",3,2400,0.005,0.35,0.05,1,0.45,0.05288775,1,0.45,0.0500126,2,0.45,0.02701135,4,0.45,0.02080705,8,0.45,0.01460275,16,0.45,0.01278685,21,0.45,0.00991175,26,0.45,NA,NA,NA,""
365,31,8,NA,"Cooper 2005","field","England","Marsh","Puccinellia maritima, Salicornia europaea","Wrangle Flats",1,"Hrms",NA,"",5.8,16125,0.0064,0.0703,0.169823495596000,549,1.6842,0.137385299808000,330,1.0403,0.00477032291000001,630,0.0743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
366,32,8,NA,"Cooper 2005","field","England","Marsh","Atriplex portulacoides, Spartina alterniflora","Butterwick Low",1,"Hrms",NA,"",5.8,528.25,0.00865,0.0821,0.1516962685380,310,1.2002,0.116395879004000,390,0.5031,0.0276678728780000,640,0.0898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
367,33,8,NA,"Cooper 2005","field","England","Marsh","Atriplex portulacoides, Salicornia europaea","Breast Sand",1,"Hrms",NA,"",5.8,10000,1e-04,0.0533,0.181272270580000,130,0.9513,0.116395879004000,180,0.487,0.0238516145500000,290,0.1284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
368,347,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 1.1",1,"Hrms",5,"Dean's Cd",1.6,291,0.0048,0.57,0.145818170178181,0,0.58,0.127590898905908,4.42,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
369,348,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 1.2",1,"Hrms",5,"Dean's Cd",1.6,291,0.0048,0.57,0.145818170178181,0,0.64,0.127590898905908,4.42,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
370,349,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 1.3",1,"Hrms",5,"Dean's Cd",1.6,291,0.0048,0.57,0.164045441450454,0,0.85,0.0729090850890905,8.69,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
371,350,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 1.4",1,"Hrms",5,"Dean's Cd",1.6,291,0.0048,0.57,0.154931805814317,0,0.95,0.0729090850890905,8.69,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
372,351,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 2.1",1,"Hrms",5,"Dean's Cd",1.6,188,0.0053,0.44,0.164045441450454,0,0.27,0.0729090850890905,4.57,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
373,352,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 2.2",1,"Hrms",5,"Dean's Cd",1.6,188,0.0053,0.44,0.145818170178181,0,0.37,0.0820227207252268,4.57,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
374,353,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 2.3",1,"Hrms",5,"Dean's Cd",1.6,188,0.0053,0.44,0.154931805814317,0,0.82,0.0637954494529542,9.45,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
375,354,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 2.4",1,"Hrms",5,"Dean's Cd",1.6,188,0.0053,0.44,0.191386348358863,0,0.88,0.0911363563613631,9.45,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
376,355,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 3.1",1,"Hrms",5,"Dean's Cd",1.6,179,0.0044,0.48,0.182272712722726,0,0.58,0.0546818138168179,4.94,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
377,356,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 3.2",1,"Hrms",5,"Dean's Cd",1.6,179,0.0044,0.48,0.127590898905908,0,0.52,0.0182272712722726,4.94,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
378,357,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 3.3",1,"Hrms",5,"Dean's Cd",1.6,179,0.0044,0.48,0.127590898905908,0,0.43,0.0546818138168179,2.5,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
379,358,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 3.4",1,"Hrms",5,"Dean's Cd",1.6,179,0.0044,0.48,0.109363627633636,0,0.37,0.0182272712722726,2.5,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
380,359,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 4.1",1,"Hrms",5,"Dean's Cd",1.6,199,0.00525,0.59,0.118477263269772,0,0.79,0.0364545425445452,4.72,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
381,360,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 4.2",1,"Hrms",5,"Dean's Cd",1.6,199,0.00525,0.59,0.127590898905908,0,0.82,0.0546818138168179,4.72,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
382,361,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 4.3",1,"Hrms",5,"Dean's Cd",1.6,199,0.00525,0.59,0.145818170178181,0,0.79,0.118477263269772,2.44,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
383,362,14,7,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Wescoat 4.4",1,"Hrms",5,"Dean's Cd",1.6,199,0.00525,0.59,0.154931805814317,0,0.64,0.127590898905908,2.44,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
384,366,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 1.1",1,"Hrms",5,"Dean's Cd",1.6,301,0.00475,0.35,0.145818170178181,0,0.79,0.00364545425445452,29.41,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
385,367,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 1.2",1,"Hrms",5,"Dean's Cd",1.6,301,0.00475,0.35,0.164045441450454,0,0.79,0.00911363563613631,29.41,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
386,368,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 1.3",1,"Hrms",5,"Dean's Cd",1.6,301,0.00475,0.35,0.154931805814317,0,0.79,0.00911363563613631,19.33,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
387,369,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 1.4",1,"Hrms",5,"Dean's Cd",1.6,301,0.00475,0.35,0.145818170178181,0,0.76,0.00911363563613631,19.35,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
388,370,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 1.5",1,"Hrms",5,"Dean's Cd",1.6,301,0.00475,0.35,0.136704534542045,0,0.73,0.0273409069084089,8.69,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
389,371,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 1.6",1,"Hrms",5,"Dean's Cd",1.6,301,0.00475,0.35,0.154931805814317,0,0.7,0.0182272712722726,8.69,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
390,372,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 2.1",1,"Hrms",5,"Dean's Cd",1.6,346,0.00505,0.41,0.109363627633636,0,0.67,0.0546818138168179,4.42,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
391,373,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 2.2",1,"Hrms",5,"Dean's Cd",1.6,346,0.00505,0.41,0.136704534542045,0,0.72,0.0182272712722726,10.12,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
392,374,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 2.3",1,"Hrms",5,"Dean's Cd",1.6,346,0.00505,0.41,0.118477263269772,0,0.76,0.0182272712722726,20.12,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
393,375,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 2.4",1,"Hrms",5,"Dean's Cd",1.6,346,0.00505,0.41,0.109363627633636,0,0.73,0.0273409069084089,20.12,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
394,376,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 2.5",1,"Hrms",5,"Dean's Cd",1.6,346,0.00505,0.41,0.109363627633636,0,0.7,0.0182272712722726,10.12,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
395,377,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 2.6",1,"Hrms",5,"Dean's Cd",1.6,346,0.00505,0.41,0.109363627633636,0,0.67,0.0546818138168179,4.42,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
396,378,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 3.1",1,"Hrms",5,"Dean's Cd",1.6,252,0.0046,0.43,0.191386348358863,0,0.64,0.00911363563613631,9.54,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
397,379,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 3.2",1,"Hrms",5,"Dean's Cd",1.6,252,0.0046,0.43,0.209613619631135,0,0.67,0.00911363563613631,19.66,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
398,380,14,NA,"Knutson et al 1982","field","Virginia","Marsh","Spartina alterniflora","Kings Creek 3.3",1,"Hrms",5,"Dean's Cd",1.6,252,0.0046,0.43,0.182272712722726,0,0.76,0.0182272712722726,29.87,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
399,243,21,NA,"Moller et al. 1999","field","England","Marsh","Limonium vulgare, Aster tripolium, Atriplex portulacoides, Salicornia spp., Spartina spp., Suaeda maritima, Plantago maritima, Puccinellia maritima","10/5/94",1,"Hrms",0.2401,"CERC 1984",3.11,11373.6944444444,0.00654166666666667,0.4,0.335451456994898,177,1.43,0.277256568903245,197,1.04,0.0941866232540481,377,0.780866929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure5"
400,244,21,NA,"Moller et al. 1999","field","England","Marsh","Limonium vulgare, Aster tripolium, Atriplex portulacoides, Salicornia spp., Spartina spp., Suaeda maritima, Plantago maritima, Puccinellia maritima","11/5/94",1,"Hrms",0.2401,"CERC 1984",3.11,11373.6944444444,0.00654166666666667,0.4,0.219273812845948,177,1.5375,0.158250497629549,197,1.1475,0.0535986940139403,377,0.888366929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure5"
401,245,21,NA,"Moller et al. 1999","field","England","Marsh","Limonium vulgare, Aster tripolium, Atriplex portulacoides, Salicornia spp., Spartina spp., Suaeda maritima, Plantago maritima, Puccinellia maritima","3/3/95",1,"Hrms",0.2401,"CERC 1984",3.11,11373.6944444444,0.00654166666666667,0.4,0.382191215231329,177,1.33,0.300803224716757,197,0.94,0.167089332394381,377,0.680866929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure5"
402,246,21,NA,"Moller et al. 1999","field","England","Marsh","Limonium vulgare, Aster tripolium, Atriplex portulacoides, Salicornia spp., Spartina spp., Suaeda maritima, Plantago maritima, Puccinellia maritima","3/20/95",1,"Hrms",0.2401,"CERC 1984",3.11,11373.6944444444,0.00654166666666667,0.4,0.475317178313597,177,1.573333333,0.399798174082874,197,1.183333333,0.266084281760498,377,0.924200263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure5"
403,247,21,NA,"Moller et al. 1999","field","England","Marsh","Limonium vulgare, Aster tripolium, Atriplex portulacoides, Salicornia spp., Spartina spp., Suaeda maritima, Plantago maritima, Puccinellia maritima","4/16/95",1,"Hrms",0.2401,"CERC 1984",3.11,11373.6944444444,0.00654166666666667,0.4,0.277751543650076,177,1.3,0.242891179337579,197,0.91,0.109177287015203,377,0.650866929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure5"
404,248,21,NA,"Moller et al. 1999","field","England","Marsh","Limonium vulgare, Aster tripolium, Atriplex portulacoides, Salicornia spp., Spartina spp., Suaeda maritima, Plantago maritima, Puccinellia maritima","5/17/95",1,"Hrms",0.2401,"CERC 1984",3.11,11373.6944444444,0.00654166666666667,0.4,0.434870670429727,177,1.56,0.370948217410463,197,1.17,0.222667925395644,377,0.910866929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure5"
405,249,21,NA,"Moller et al. 1999","field","England","Marsh","Limonium vulgare, Aster tripolium, Atriplex portulacoides, Salicornia spp., Spartina spp., Suaeda maritima, Plantago maritima, Puccinellia maritima","4/5/96",1,"Hrms",0.2401,"CERC 1984",3.11,11373.6944444444,0.00654166666666667,0.4,0.344855977184679,177,1.125,0.280933524165415,197,0.735,0.112288556852424,377,0.475866929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure5"
406,250,21,NA,"Moller et al. 1999","field","England","Marsh","Limonium vulgare, Aster tripolium, Atriplex portulacoides, Salicornia spp., Spartina spp., Suaeda maritima, Plantago maritima, Puccinellia maritima","5/3/96",1,"Hrms",0.2401,"CERC 1984",3.11,11373.6944444444,0.00654166666666667,0.4,0.327531861045609,177,1.295,0.263538697348226,197,0.905,0.124026529420120,377,0.645866929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure5"
407,251,21,NA,"Moller et al. 1999","field","England","Marsh","Limonium vulgare, Aster tripolium, Atriplex portulacoides, Salicornia spp., Spartina spp., Suaeda maritima, Plantago maritima, Puccinellia maritima","5/4/96",1,"Hrms",0.2401,"CERC 1984",3.11,11373.6944444444,0.00654166666666667,0.4,0.278175807718788,177,1.275,0.222950768108118,197,0.885,0.0892368757857423,377,0.625866929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure5"
408,252,21,NA,"Moller et al. 1999","field","England","Marsh","Limonium vulgare, Aster tripolium, Atriplex portulacoides, Salicornia spp., Spartina spp., Suaeda maritima, Plantago maritima, Puccinellia maritima","5/5/96",1,"Hrms",0.2401,"CERC 1984",3.11,11373.6944444444,0.00654166666666667,0.4,0.23758787847868,177,1.12,0.173665425459416,197,0.73,0.0748118974495367,377,0.470866929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure5"
409,255,22,NA,"Moller 2006","field","England","Marsh","Spartina anglica","September T1, 20 cm depth",1,"Hrms",NA,"",2.6,2400,0.005,0.151780333,0.0784888527117068,0,0.2,0.0557007131708007,10,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
410,256,22,NA,"Moller 2006","field","England","Marsh","Salicornia spp.","September T3, 20 cm depth",1,"Hrms",NA,"",2.6,10000,1e-04,0.059012,0.0869741340859453,0,0.2,0.0508633787101408,10,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
411,257,22,NA,"Moller 2006","field","England","Marsh","Spartina anglica","September T1, 30 cm depth",1,"Hrms",NA,"",2.6,2400,0.005,0.151780333,0.082731493398826,0,0.3,0.0610935252629166,10,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
412,258,22,NA,"Moller 2006","field","England","Marsh","Spartina anglica, Salicornia spp., Suaeda maritima","September T2, 30 cm depth",1,"Hrms",NA,"",2.6,6200,0.00255,0.226025667,0.0912167747730646,0,0.3,0.0701327279265858,10,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
413,259,22,NA,"Moller 2006","field","England","Marsh","Salicornia spp.","September T3, 30 cm depth",1,"Hrms",NA,"",2.6,10000,1e-04,0.059012,0.0565685424949238,0,0.3,0.0462348274261211,10,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
414,260,22,NA,"Moller 2006","field","England","Marsh","Spartina anglica","September T1, 40 cm depth",1,"Hrms",NA,"",2.6,2400,0.005,0.151780333,0.0685893577750951,0,0.4,0.0660513521333043,10,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
